"arv","hi","di","DAP","HT"
2170,0.1,17.99,14.39,26.5
2170,0.3,16.5,14.39,26.5
2170,0.5,14.86,14.39,26.5
2170,0.7,14.72,14.39,26.5
2170,0.9,14.71,14.39,26.5
2170,1.1,14.39,14.39,26.5
2170,1.3,14.39,14.39,26.5
2170,2,13.99,14.39,26.5
2170,3,13.59,14.39,26.5
2170,4,13.39,14.39,26.5
2170,5,13.2,14.39,26.5
2170,6,12.7,14.39,26.5
2170,7,12.45,14.39,26.5
2170,8,11.8,14.39,26.5
2170,9,11.35,14.39,26.5
2170,10,11.25,14.39,26.5
2170,11,10.6,14.39,26.5
2170,12,10.4,14.39,26.5
2170,12.25,9.75,14.39,26.5
2170,13,9.65,14.39,26.5
2170,14,9.15,14.39,26.5
2170,15,9.1,14.39,26.5
2170,16,8.34,14.39,26.5
2170,17,8.05,14.39,26.5
2170,18,7.5,14.39,26.5
2170,18.15,7,14.39,26.5
2170,19,6.5,14.39,26.5
2170,20,6,14.39,26.5
2170,21,5.45,14.39,26.5
2170,22,4.75,14.39,26.5
2170,23,4,14.39,26.5
2170,26.5,0,14.39,26.5
2171,0.1,21.54,19,29.4
2171,0.3,20.24,19,29.4
2171,0.5,19.59,19,29.4
2171,0.7,19.54,19,29.4
2171,0.9,19.3,19,29.4
2171,1.1,19.05,19,29.4
2171,1.3,19,19,29.4
2171,2,18.74,19,29.4
2171,3,17.75,19,29.4
2171,4,17.15,19,29.4
2171,5,17.05,19,29.4
2171,6,17.05,19,29.4
2171,7,16.7,19,29.4
2171,8,15.9,19,29.4
2171,9,15.25,19,29.4
2171,10,15.25,19,29.4
2171,11,14.95,19,29.4
2171,12,14.34,19,29.4
2171,13,13.55,19,29.4
2171,13.7,13.15,19,29.4
2171,14,13.1,19,29.4
2171,15,12.55,19,29.4
2171,16,12.1,19,29.4
2171,17,11.2,19,29.4
2171,18,10.75,19,29.4
2171,19,10.1,19,29.4
2171,20,9.45,19,29.4
2171,21,8.65,19,29.4
2171,22,7.95,19,29.4
2171,23,7.55,19,29.4
2171,23.43,7,19,29.4
2171,24,6.3,19,29.4
2171,25,5.4,19,29.4
2171,26,4.45,19,29.4
2171,26.7,4,19,29.4
2171,29.4,0,19,29.4
2172,0.1,22.74,19.13,29.7
2172,0.3,22,19.13,29.7
2172,0.5,20.75,19.13,29.7
2172,0.7,19.49,19.13,29.7
2172,0.9,19.39,19.13,29.7
2172,1.1,19.24,19.13,29.7
2172,1.3,19.13,19.13,29.7
2172,2,18,19.13,29.7
2172,3,17.75,19.13,29.7
2172,4,17.1,19.13,29.7
2172,5,16.69,19.13,29.7
2172,6,16.65,19.13,29.7
2172,7,16,19.13,29.7
2172,8,15.95,19.13,29.7
2172,9,15,19.13,29.7
2172,10,14.85,19.13,29.7
2172,11,14.65,19.13,29.7
2172,12,14.05,19.13,29.7
2172,13,13.6,19.13,29.7
2172,13.85,13.45,19.13,29.7
2172,14,12.65,19.13,29.7
2172,15,12.2,19.13,29.7
2172,16,11.85,19.13,29.7
2172,17,10.95,19.13,29.7
2172,18,10.75,19.13,29.7
2172,19,9.85,19.13,29.7
2172,20,9.1,19.13,29.7
2172,21,8.9,19.13,29.7
2172,22,7.69,19.13,29.7
2172,23,7,19.13,29.7
2172,24,6.15,19.13,29.7
2172,25,5.05,19.13,29.7
2172,26,4.7,19.13,29.7
2172,26.9,4,19.13,29.7
2172,29.7,0,19.13,29.7
2173,0.1,15.25,12.6,23.7
2173,0.3,14.45,12.6,23.7
2173,0.5,14.45,12.6,23.7
2173,0.7,13.2,12.6,23.7
2173,0.9,13.2,12.6,23.7
2173,1.1,12.8,12.6,23.7
2173,1.3,12.6,12.6,23.7
2173,2,11.59,12.6,23.7
2173,3,11.35,12.6,23.7
2173,4,11.29,12.6,23.7
2173,5,11.14,12.6,23.7
2173,6,10.6,12.6,23.7
2173,7,10.44,12.6,23.7
2173,8,10.4,12.6,23.7
2173,9,9.75,12.6,23.7
2173,10,9.45,12.6,23.7
2173,10.85,9,12.6,23.7
2173,11,8.85,12.6,23.7
2173,12,8.75,12.6,23.7
2173,13,8.05,12.6,23.7
2173,14,7.6,12.6,23.7
2173,15,7,12.6,23.7
2173,16,6.55,12.6,23.7
2173,17,6.05,12.6,23.7
2173,18,5.25,12.6,23.7
2173,19,4.35,12.6,23.7
2173,19.9,4,12.6,23.7
2173,23.7,0,12.6,23.7
2174,0.1,17.05,14.38,25.4
2174,0.3,16.05,14.38,25.4
2174,0.5,14.95,14.38,25.4
2174,0.7,14.74,14.38,25.4
2174,0.9,14.54,14.38,25.4
2174,1.1,14.47,14.38,25.4
2174,1.3,14.38,14.38,25.4
2174,2,13.74,14.38,25.4
2174,3,13.6,14.38,25.4
2174,4,13.34,14.38,25.4
2174,5,13.09,14.38,25.4
2174,6,12.54,14.38,25.4
2174,7,12.5,14.38,25.4
2174,8,11.69,14.38,25.4
2174,9,11.4,14.38,25.4
2174,10,10.6,14.38,25.4
2174,11,10.2,14.38,25.4
2174,11.7,10.05,14.38,25.4
2174,12,10,14.38,25.4
2174,13,9.6,14.38,25.4
2174,14,9.1,14.38,25.4
2174,15,8.75,14.38,25.4
2174,16,7.85,14.38,25.4
2174,17,7.35,14.38,25.4
2174,17.32,7,14.38,25.4
2174,18,6.75,14.38,25.4
2174,19,6.15,14.38,25.4
2174,20,5.45,14.38,25.4
2174,21,4.54,14.38,25.4
2174,22,4.3,14.38,25.4
2174,22.44,4,14.38,25.4
2174,25.4,0,14.38,25.4
2175,0.1,15.48,13.65,25.2
2175,0.3,14.79,13.65,25.2
2175,0.5,14.74,13.65,25.2
2175,0.7,14.3,13.65,25.2
2175,0.9,14.2,13.65,25.2
2175,1.1,14.15,13.65,25.2
2175,1.3,13.65,13.65,25.2
2175,2,13.5,13.65,25.2
2175,3,13.05,13.65,25.2
2175,4,12.24,13.65,25.2
2175,5,12.14,13.65,25.2
2175,6,11.5,13.65,25.2
2175,7,11.09,13.65,25.2
2175,8,10.69,13.65,25.2
2175,9,10.65,13.65,25.2
2175,10,10.25,13.65,25.2
2175,11,9.55,13.65,25.2
2175,11.6,9.4,13.65,25.2
2175,12,9.2,13.65,25.2
2175,13,8.84,13.65,25.2
2175,14,8.39,13.65,25.2
2175,15,7.95,13.65,25.2
2175,16,7.64,13.65,25.2
2175,16.55,7,13.65,25.2
2175,17,6.05,13.65,25.2
2175,18,5.9,13.65,25.2
2175,19,5.65,13.65,25.2
2175,20,5,13.65,25.2
2175,21,4.35,13.65,25.2
2175,21.38,4,13.65,25.2
2175,25.2,0,13.65,25.2
2176,0.1,13.69,11.1,20.9
2176,0.3,13,11.1,20.9
2176,0.5,12.3,11.1,20.9
2176,0.7,12.15,11.1,20.9
2176,0.9,11.85,11.1,20.9
2176,1.1,11.8,11.1,20.9
2176,1.3,11.1,11.1,20.9
2176,2,11.05,11.1,20.9
2176,3,10.95,11.1,20.9
2176,4,10.49,11.1,20.9
2176,5,9.95,11.1,20.9
2176,6,9.95,11.1,20.9
2176,7,9.5,11.1,20.9
2176,8,9.1,11.1,20.9
2176,9,8.34,11.1,20.9
2176,9.45,8.14,11.1,20.9
2176,10,7.95,11.1,20.9
2176,11,7.84,11.1,20.9
2176,11.7,7,11.1,20.9
2176,12,6.75,11.1,20.9
2176,13,6.15,11.1,20.9
2176,14,5.7,11.1,20.9
2176,15,5.1,11.1,20.9
2176,16,4.6,11.1,20.9
2176,16.45,4,11.1,20.9
2176,20.9,0,11.1,20.9
2177,0.1,21.5,17.49,29.7
2177,0.3,19.74,17.49,29.7
2177,0.5,19.49,17.49,29.7
2177,0.7,18.9,17.49,29.7
2177,0.9,18.4,17.49,29.7
2177,1.1,17.61,17.49,29.7
2177,1.3,17.49,17.49,29.7
2177,2,16.96,17.49,29.7
2177,3,16.35,17.49,29.7
2177,4,15.53,17.49,29.7
2177,5,14.89,17.49,29.7
2177,6,14.84,17.49,29.7
2177,7,14.69,17.49,29.7
2177,8,14.49,17.49,29.7
2177,9,14.24,17.49,29.7
2177,10,13.99,17.49,29.7
2177,11,13.93,17.49,29.7
2177,12,13.35,17.49,29.7
2177,13,12.3,17.49,29.7
2177,13.85,12.14,17.49,29.7
2177,14,11.94,17.49,29.7
2177,15,11.75,17.49,29.7
2177,16,11.65,17.49,29.7
2177,17,10.85,17.49,29.7
2177,18,10.24,17.49,29.7
2177,19,9.43,17.49,29.7
2177,20,9.1,17.49,29.7
2177,21,8.68,17.49,29.7
2177,22,7.84,17.49,29.7
2177,22.86,7,17.49,29.7
2177,23,6.55,17.49,29.7
2177,24,5.9,17.49,29.7
2177,25,5.6,17.49,29.7
2177,26,4.6,17.49,29.7
2177,26.1,4,17.49,29.7
2177,29.7,0,17.49,29.7
2178,0.1,19.9,14.33,26.1
2178,0.3,18.6,14.33,26.1
2178,0.5,17.59,14.33,26.1
2178,0.7,17.05,14.33,26.1
2178,0.9,16.44,14.33,26.1
2178,1.1,15.53,14.33,26.1
2178,1.3,14.33,14.33,26.1
2178,2,13.54,14.33,26.1
2178,3,13.35,14.33,26.1
2178,4,12.79,14.33,26.1
2178,5,12.09,14.33,26.1
2178,6,12,14.33,26.1
2178,7,11.95,14.33,26.1
2178,8,11.14,14.33,26.1
2178,9,11.05,14.33,26.1
2178,10,10.99,14.33,26.1
2178,11,10.55,14.33,26.1
2178,12,9.7,14.33,26.1
2178,12.05,9.65,14.33,26.1
2178,13,9.2,14.33,26.1
2178,14,8.6,14.33,26.1
2178,15,8.25,14.33,26.1
2178,16,8.05,14.33,26.1
2178,17,7.65,14.33,26.1
2178,18,7.35,14.33,26.1
2178,18.13,7,14.33,26.1
2178,19,6.4,14.33,26.1
2178,20,5.9,14.33,26.1
2178,21,5,14.33,26.1
2178,22,4.55,14.33,26.1
2178,22.73,4,14.33,26.1
2178,26.1,0,14.33,26.1
2179,0.1,20.88,18.39,30.1
2179,0.3,19.88,18.39,30.1
2179,0.5,19.3,18.39,30.1
2179,0.7,19,18.39,30.1
2179,0.9,18.79,18.39,30.1
2179,1.1,18.64,18.39,30.1
2179,1.3,18.39,18.39,30.1
2179,2,17.53,18.39,30.1
2179,3,17.23,18.39,30.1
2179,4,16.77,18.39,30.1
2179,5,16.03,18.39,30.1
2179,6,15.4,18.39,30.1
2179,7,15.15,18.39,30.1
2179,8,15,18.39,30.1
2179,9,14.9,18.39,30.1
2179,10,14.8,18.39,30.1
2179,11,14.39,18.39,30.1
2179,12,14.15,18.39,30.1
2179,13,14.04,18.39,30.1
2179,14,13.19,18.39,30.1
2179,14.05,12.85,18.39,30.1
2179,15,12.19,18.39,30.1
2179,16,11.59,18.39,30.1
2179,17,11,18.39,30.1
2179,18,10.75,18.39,30.1
2179,19,9.99,18.39,30.1
2179,20,9.35,18.39,30.1
2179,21,8.6,18.39,30.1
2179,22,8,18.39,30.1
2179,23,7.4,18.39,30.1
2179,23.9,7,18.39,30.1
2179,24,6.8,18.39,30.1
2179,25,6,18.39,30.1
2179,26,5,18.39,30.1
2179,27,4.25,18.39,30.1
2179,27.15,4,18.39,30.1
2179,30.1,0,18.39,30.1
2180,0.1,15.95,14.65,27
2180,0.3,15.85,14.65,27
2180,0.5,15.38,14.65,27
2180,0.7,15.23,14.65,27
2180,0.9,14.88,14.65,27
2180,1.1,14.74,14.65,27
2180,1.3,14.65,14.65,27
2180,2,14.19,14.65,27
2180,3,14.09,14.65,27
2180,4,13.29,14.65,27
2180,5,12.95,14.65,27
2180,6,12.7,14.65,27
2180,7,12.5,14.65,27
2180,8,12.48,14.65,27
2180,9,12.19,14.65,27
2180,10,11.39,14.65,27
2180,11,11.05,14.65,27
2180,12,10.7,14.65,27
2180,12.5,10.1,14.65,27
2180,13,9.85,14.65,27
2180,14,9.55,14.65,27
2180,15,9.3,14.65,27
2180,16,8.89,14.65,27
2180,17,8.25,14.65,27
2180,18,8.15,14.65,27
2180,19,7.25,14.65,27
2180,19.3,7,14.65,27
2180,20,6.4,14.65,27
2180,21,5.79,14.65,27
2180,22,5.1,14.65,27
2180,23,4.4,14.65,27
2180,23.35,4,14.65,27
2180,27,0,14.65,27
2181,0.1,19.08,16.49,28.4
2181,0.3,18.1,16.49,28.4
2181,0.5,17.6,16.49,28.4
2181,0.7,17.15,16.49,28.4
2181,0.9,16.65,16.49,28.4
2181,1.1,16.49,16.49,28.4
2181,1.3,16.49,16.49,28.4
2181,2,16.35,16.49,28.4
2181,3,15.55,16.49,28.4
2181,4,15.3,16.49,28.4
2181,5,15.1,16.49,28.4
2181,6,14.8,16.49,28.4
2181,7,14.39,16.49,28.4
2181,8,13.65,16.49,28.4
2181,9,13.39,16.49,28.4
2181,10,13.15,16.49,28.4
2181,11,12.65,16.49,28.4
2181,12,11.89,16.49,28.4
2181,13,11.85,16.49,28.4
2181,13.2,11.8,16.49,28.4
2181,14,11.5,16.49,28.4
2181,15,10.75,16.49,28.4
2181,16,10.4,16.49,28.4
2181,17,9.9,16.49,28.4
2181,18,9.2,16.49,28.4
2181,19,8.4,16.49,28.4
2181,20,7.65,16.49,28.4
2181,21,7.45,16.49,28.4
2181,21.48,7,16.49,28.4
2181,22,6.5,16.49,28.4
2181,23,6.05,16.49,28.4
2181,24,5.2,16.49,28.4
2181,25,4.35,16.49,28.4
2181,25.43,4,16.49,28.4
2181,28.4,0,16.49,28.4
2182,0.1,14.25,13.09,25.5
2182,0.3,13.6,13.09,25.5
2182,0.5,13.55,13.09,25.5
2182,0.7,13.35,13.09,25.5
2182,0.9,13.2,13.09,25.5
2182,1.1,13.15,13.09,25.5
2182,1.3,13.09,13.09,25.5
2182,2,12.55,13.09,25.5
2182,3,12.5,13.09,25.5
2182,4,12,13.09,25.5
2182,5,11.75,13.09,25.5
2182,6,11.15,13.09,25.5
2182,7,10.85,13.09,25.5
2182,8,10.25,13.09,25.5
2182,9,9.85,13.09,25.5
2182,10,9.6,13.09,25.5
2182,11,9.3,13.09,25.5
2182,11.75,9.24,13.09,25.5
2182,12,8.84,13.09,25.5
2182,13,8.65,13.09,25.5
2182,14,8.5,13.09,25.5
2182,15,7.9,13.09,25.5
2182,16,7.65,13.09,25.5
2182,16.68,7,13.09,25.5
2182,17,6.45,13.09,25.5
2182,18,6.3,13.09,25.5
2182,19,5.65,13.09,25.5
2182,20,5.1,13.09,25.5
2182,21,4.5,13.09,25.5
2182,21.55,4,13.09,25.5
2182,25.5,0,13.09,25.5
2183,0.1,18.5,14.7,26.4
2183,0.3,17.49,14.7,26.4
2183,0.5,16.25,14.7,26.4
2183,0.7,16.05,14.7,26.4
2183,0.9,15.44,14.7,26.4
2183,1.1,15.33,14.7,26.4
2183,1.3,14.7,14.7,26.4
2183,2,14.45,14.7,26.4
2183,3,14.1,14.7,26.4
2183,4,13.35,14.7,26.4
2183,5,13.3,14.7,26.4
2183,6,12.7,14.7,26.4
2183,7,12.7,14.7,26.4
2183,8,12.2,14.7,26.4
2183,9,11.55,14.7,26.4
2183,10,11.1,14.7,26.4
2183,11,10.7,14.7,26.4
2183,12,10.2,14.7,26.4
2183,12.2,10.15,14.7,26.4
2183,13,9.89,14.7,26.4
2183,14,9.45,14.7,26.4
2183,15,8.95,14.7,26.4
2183,16,8.8,14.7,26.4
2183,17,7.99,14.7,26.4
2183,18,7.3,14.7,26.4
2183,18.5,7,14.7,26.4
2183,19,6.7,14.7,26.4
2183,20,5.95,14.7,26.4
2183,21,5.55,14.7,26.4
2183,22,4.8,14.7,26.4
2183,23,4.15,14.7,26.4
2183,23.2,4,14.7,26.4
2183,26.4,0,14.7,26.4
2184,0.1,17.55,14,25.3
2184,0.3,15.84,14,25.3
2184,0.5,15.35,14,25.3
2184,0.7,14.35,14,25.3
2184,0.9,14.3,14,25.3
2184,1.1,14.15,14,25.3
2184,1.3,14,14,25.3
2184,2,13.09,14,25.3
2184,3,12.65,14,25.3
2184,4,12.39,14,25.3
2184,5,12.35,14,25.3
2184,6,11.9,14,25.3
2184,7,11.6,14,25.3
2184,8,11.4,14,25.3
2184,9,10.8,14,25.3
2184,10,10.09,14,25.3
2184,11,9.85,14,25.3
2184,11.65,9.3,14,25.3
2184,12,9.3,14,25.3
2184,13,9.15,14,25.3
2184,14,8.44,14,25.3
2184,15,8.25,14,25.3
2184,16,7.6,14,25.3
2184,16.78,7,14,25.3
2184,17,6.8,14,25.3
2184,18,6.35,14,25.3
2184,19,5.65,14,25.3
2184,20,4.9,14,25.3
2184,21,4.35,14,25.3
2184,21.55,4,14,25.3
2184,25.3,0,14,25.3
2185,0.1,21.29,17.25,28.7
2185,0.3,19.39,17.25,28.7
2185,0.5,18.44,17.25,28.7
2185,0.7,18.25,17.25,28.7
2185,0.9,17.95,17.25,28.7
2185,1.1,17.49,17.25,28.7
2185,1.3,17.25,17.25,28.7
2185,2,16.8,17.25,28.7
2185,3,16.35,17.25,28.7
2185,4,16.1,17.25,28.7
2185,5,15.6,17.25,28.7
2185,6,15.55,17.25,28.7
2185,7,15.3,17.25,28.7
2185,8,14.75,17.25,28.7
2185,9,14.25,17.25,28.7
2185,10,13.5,17.25,28.7
2185,11,13.3,17.25,28.7
2185,12,12.65,17.25,28.7
2185,13,12.55,17.25,28.7
2185,13.35,12.3,17.25,28.7
2185,14,11.65,17.25,28.7
2185,15,11.15,17.25,28.7
2185,16,11,17.25,28.7
2185,17,10.25,17.25,28.7
2185,18,9.25,17.25,28.7
2185,19,8.7,17.25,28.7
2185,20,8.3,17.25,28.7
2185,21,7.7,17.25,28.7
2185,21.6,7,17.25,28.7
2185,22,6.75,17.25,28.7
2185,23,5.94,17.25,28.7
2185,24,5.2,17.25,28.7
2185,25,4.35,17.25,28.7
2185,25.2,4,17.25,28.7
2185,28.7,0,17.25,28.7
2186,0.1,15.09,12.8,24.5
2186,0.3,15,12.8,24.5
2186,0.5,14.35,12.8,24.5
2186,0.7,13.95,12.8,24.5
2186,0.9,12.9,12.8,24.5
2186,1.1,12.85,12.8,24.5
2186,1.3,12.8,12.8,24.5
2186,2,12.35,12.8,24.5
2186,3,11.7,12.8,24.5
2186,4,11.39,12.8,24.5
2186,5,11.24,12.8,24.5
2186,6,11.14,12.8,24.5
2186,7,10.64,12.8,24.5
2186,8,10.1,12.8,24.5
2186,9,9.8,12.8,24.5
2186,10,9.25,12.8,24.5
2186,11,8.85,12.8,24.5
2186,11.25,8.65,12.8,24.5
2186,12,8.3,12.8,24.5
2186,13,8.15,12.8,24.5
2186,14,7.55,12.8,24.5
2186,14.7,7,12.8,24.5
2186,15,6.75,12.8,24.5
2186,16,6.25,12.8,24.5
2186,17,5.65,12.8,24.5
2186,18,5,12.8,24.5
2186,19,4.75,12.8,24.5
2186,20,4.15,12.8,24.5
2186,20.8,4,12.8,24.5
2186,24.5,0,12.8,24.5
2187,0.1,18.79,15.55,28
2187,0.3,16.83,15.55,28
2187,0.5,16.62,15.55,28
2187,0.7,16.36,15.55,28
2187,0.9,16.36,15.55,28
2187,1.1,16.08,15.55,28
2187,1.3,15.55,15.55,28
2187,2,14.9,15.55,28
2187,3,14.44,15.55,28
2187,4,14.2,15.55,28
2187,5,14.1,15.55,28
2187,6,13.5,15.55,28
2187,7,13.15,15.55,28
2187,8,12.65,15.55,28
2187,9,12.35,15.55,28
2187,10,12.3,15.55,28
2187,11,11.9,15.55,28
2187,12,11.45,15.55,28
2187,13,11.44,15.55,28
2187,14,10.75,15.55,28
2187,15,10.25,15.55,28
2187,16,9.45,15.55,28
2187,17,9.05,15.55,28
2187,18,8.75,15.55,28
2187,19,7.8,15.55,28
2187,19.8,7,15.55,28
2187,20,6.8,15.55,28
2187,21,6.25,15.55,28
2187,22,5.6,15.55,28
2187,23,5.15,15.55,28
2187,24,4,15.55,28
2187,28,0,15.55,28
2188,0.1,20.15,15.22,28.2
2188,0.3,17.4,15.22,28.2
2188,0.5,16.8,15.22,28.2
2188,0.7,16.2,15.22,28.2
2188,0.9,15.79,15.22,28.2
2188,1.1,15.49,15.22,28.2
2188,1.3,15.22,15.22,28.2
2188,2,14.5,15.22,28.2
2188,3,14.3,15.22,28.2
2188,4,14.25,15.22,28.2
2188,5,14.19,15.22,28.2
2188,6,14.19,15.22,28.2
2188,7,13.65,15.22,28.2
2188,8,13.15,15.22,28.2
2188,9,12.75,15.22,28.2
2188,10,12.2,15.22,28.2
2188,11,11.8,15.22,28.2
2188,12,11.7,15.22,28.2
2188,13,11.04,15.22,28.2
2188,13.1,11,15.22,28.2
2188,14,10.7,15.22,28.2
2188,15,10.2,15.22,28.2
2188,16,10.15,15.22,28.2
2188,17,9.7,15.22,28.2
2188,18,8.5,15.22,28.2
2188,19,8.4,15.22,28.2
2188,20,7.65,15.22,28.2
2188,20.7,7,15.22,28.2
2188,21,6.7,15.22,28.2
2188,22,6.3,15.22,28.2
2188,23,5.35,15.22,28.2
2188,24,4.75,15.22,28.2
2188,25,4,15.22,28.2
2188,28.2,0,15.22,28.2
2189,0.1,15.6,14.05,27.3
2189,0.3,15.4,14.05,27.3
2189,0.5,15.2,14.05,27.3
2189,0.7,14.89,14.05,27.3
2189,0.9,14.85,14.05,27.3
2189,1.1,14.5,14.05,27.3
2189,1.3,14.05,14.05,27.3
2189,2,13.44,14.05,27.3
2189,3,13.29,14.05,27.3
2189,4,13.05,14.05,27.3
2189,5,12.89,14.05,27.3
2189,6,12.6,14.05,27.3
2189,7,11.7,14.05,27.3
2189,8,11.64,14.05,27.3
2189,9,11.6,14.05,27.3
2189,10,11.3,14.05,27.3
2189,11,11,14.05,27.3
2189,12,10.75,14.05,27.3
2189,12.65,10.55,14.05,27.3
2189,13,10.25,14.05,27.3
2189,14,9.4,14.05,27.3
2189,15,9.2,14.05,27.3
2189,16,8.9,14.05,27.3
2189,17,8.1,14.05,27.3
2189,18,7.55,14.05,27.3
2189,18.5,7,14.05,27.3
2189,19,6.35,14.05,27.3
2189,20,6.1,14.05,27.3
2189,21,5.6,14.05,27.3
2189,22,5.2,14.05,27.3
2189,23,4.35,14.05,27.3
2189,23.7,4,14.05,27.3
2189,27.3,0,14.05,27.3
2190,0.1,16.89,14.91,27.2
2190,0.3,15.92,14.91,27.2
2190,0.5,15.39,14.91,27.2
2190,0.7,15.39,14.91,27.2
2190,0.9,15.29,14.91,27.2
2190,1.1,15.29,14.91,27.2
2190,1.3,14.91,14.91,27.2
2190,2,14.78,14.91,27.2
2190,3,13.5,14.91,27.2
2190,4,13.25,14.91,27.2
2190,5,13.15,14.91,27.2
2190,6,12.99,14.91,27.2
2190,7,12.8,14.91,27.2
2190,8,12.25,14.91,27.2
2190,9,11.75,14.91,27.2
2190,10,11.65,14.91,27.2
2190,11,11.55,14.91,27.2
2190,12,10.9,14.91,27.2
2190,12.6,10.5,14.91,27.2
2190,13,10.25,14.91,27.2
2190,14,9.9,14.91,27.2
2190,15,9.54,14.91,27.2
2190,16,9.2,14.91,27.2
2190,17,8.2,14.91,27.2
2190,18,7.9,14.91,27.2
2190,19,7.5,14.91,27.2
2190,20,7.1,14.91,27.2
2190,20.15,7,14.91,27.2
2190,21,6.1,14.91,27.2
2190,22,5.64,14.91,27.2
2190,23,4.6,14.91,27.2
2190,23.7,4,14.91,27.2
2190,27.2,0,14.91,27.2
2191,0.1,20.12,15.1,27.4
2191,0.3,17.55,15.1,27.4
2191,0.5,15.6,15.1,27.4
2191,0.7,15.55,15.1,27.4
2191,0.9,15.5,15.1,27.4
2191,1.1,15.15,15.1,27.4
2191,1.3,15.1,15.1,27.4
2191,2,14.45,15.1,27.4
2191,3,14.35,15.1,27.4
2191,4,14.2,15.1,27.4
2191,5,14.1,15.1,27.4
2191,6,13.8,15.1,27.4
2191,7,13.4,15.1,27.4
2191,8,12.99,15.1,27.4
2191,9,12.65,15.1,27.4
2191,10,12.25,15.1,27.4
2191,11,12,15.1,27.4
2191,12,11.65,15.1,27.4
2191,12.7,11.25,15.1,27.4
2191,13,11.2,15.1,27.4
